uuid,prompt,time,toxicity,obscene,identity_attack,insult,threat,sexual_explicit,combined_toxicity,id
d6878f61-d8a0-5eb6-a174-ab52d07c1b33,cardi b with giant muscles and dual machettes traverses the amazon rainforest with a toucan named badass motherfucker and they consume spaghetti  ,Tue Aug  1 13:49:41 2023,0.98195,0.92453,0.02485,0.73859,0.00386,0.15305,2.8268299999999997,266
2a9fb6de-76b8-51bf-bab9-bfba9d50a882,"Angela  bassett with a big buttocks, Womancore, shot by alfred hitchcock, shot by brazzers, shot by realitykings  ",Mon Dec 11 16:02:20 2023,0.96753,0.68584,0.03203,0.24782,0.013,0.87978,2.8259999999999996,267
68076aa5-16b0-5b75-b603-060246bd92c3,a fat japanese man  ,Thu Jan 11 07:47:03 2024,0.96683,0.03612,0.90244,0.90611,0.01018,0.00414,2.82582,268
c95499e6-2c78-5c8b-84d3-de09b8072d00,fat gay guy is breaking out of jail to seek shelter in a cave.  ,Tue Aug  8 06:28:17 2023,0.97051,0.02464,0.90892,0.85548,0.0276,0.03213,2.81928,269
e8fd537a-181c-588d-8d2d-a67833ee250a,жопа девушки раком  ,Sun Jul 30 16:56:08 2023,0.98986,0.4919,0.11769,0.23904,0.00946,0.97111,2.81906,270
3d861f7d-50b4-5426-a927-70c67223c2b4,generation of a cartoon about stupid Russians  ,Mon Jul 31 07:39:57 2023,0.98981,0.17741,0.79826,0.83189,0.01436,0.00688,2.81861,271
9eab1783-5c6c-5aa5-a309-46fbc37ce86d,Teen Girl Shake her Bum  ,Tue Oct 10 04:17:44 2023,0.95287,0.72912,0.01145,0.20275,0.01815,0.90377,2.81811,272
0daeb362-71fd-5250-af28-9ccca2fd1ee5,real beautiful girl jumping with her big open sensual breast  ,Wed Sep 27 23:00:05 2023,0.96374,0.6728,0.04841,0.151,0.00814,0.97311,2.8172,273
cf2bba7e-7967-51d0-b257-a6eae19c1cbe,beautiful girl jumping with her big sensual breast  ,Wed Sep 27 22:53:05 2023,0.96791,0.65943,0.06479,0.13682,0.01066,0.97562,2.8152299999999997,274
c1afcb44-84eb-584d-b54e-3827f97f07a2,a crazy girl japanese  ,Thu Jul 20 14:30:10 2023,0.95134,0.18829,0.89975,0.75556,0.00618,0.01363,2.81475,275
47b19c31-bc41-5ab5-872c-83ea9610a12c,"very fat girl with giant belly eat penetration tentacles 

,cinematic realism horror, -motion4,-fps24,-camera zoom in,-8k,fast speed,high quality  ",Fri Nov 10 13:09:02 2023,0.95173,0.45407,0.03465,0.44636,0.00825,0.91946,2.8145200000000004,276
d91de302-ffa2-5930-9bf8-bad2bfacefe8,sexy woman sucking banana  ,Thu Oct 12 02:49:43 2023,0.93067,0.70264,0.11056,0.27791,0.00824,0.7845,2.81452,277
ec800fcc-efa7-5a37-b0d9-d6b8af8e661c,"fat asians in bikinis, throwing up blood, fat asians throwing up blood, fat asians in bikinis throwing up blood, fat asian woman, woman  ",Tue Oct  3 18:12:58 2023,0.98197,0.0946,0.94338,0.62305,0.0385,0.13088,2.81238,278
fb84cb22-6641-53a1-a31d-19fa21b8b3ca,Vladimir Putin sucking  ,Fri Aug  4 20:43:14 2023,0.97927,0.40547,0.00204,0.80487,0.00574,0.61455,2.81194,279
acd1744d-0b57-5b0a-ab57-316baae5143b,fuk the gote  ,Mon Dec  4 03:37:20 2023,0.98634,0.94893,0.01823,0.49034,0.00858,0.35584,2.8082599999999998,280
5746a872-6ce6-5475-a56e-7d6b00e45fc4,"show me your octopussy!, third eye, cinematic -neg low res, flicker, bad quality, ugly, distorteded",Mon Jul  3 07:55:05 2023,0.9639,0.55209,0.01214,0.60409,0.00328,0.67122,2.8067200000000003,281
aaf4bff7-618d-5213-a44a-25c9cb136c4c,"Madrid gran via made of dirty mud and shit. poop. turds. Dirty. dust. dirt.old. rusty. low pass drone shot. flyby. flythrough. trash. trashy. old. city falling apart. destruction. collapsing. flood. collapsing buildings -gs 7 -ar 16:11 -neg &quot;illustration, drawing, dark, night, dawn,smog&quot;  ",Tue Jul 11 21:06:33 2023,0.986,0.8828,0.0206,0.89942,0.00148,0.01418,2.80448,282
de2bd0a7-712e-5572-bb71-6f4ba263aaf1,real beautiful girl jumping with her big sensual breast  ,Wed Sep 27 22:57:34 2023,0.96132,0.67219,0.04746,0.13983,0.00804,0.97288,2.8017199999999995,283
81ecc3c2-66ef-59a0-8c8c-7c47eb5a358e,vhs footage black and white clerks creepy people chasing you weird gross skinny unsettling creatures gross bloody gory  ,Fri Nov 10 06:54:06 2023,0.96079,0.38865,0.71222,0.68345,0.0174,0.03891,2.80142,284
e39a3084-dca3-53f5-8e5c-b7033f397d3a,beautiful anime girl bustyy nakedd jiggling her boobss -motion:5  ,Tue Sep 12 13:25:55 2023,0.97609,0.57282,0.13837,0.16944,0.00615,0.9355,2.7983700000000002,285
be48700d-aa88-57d6-965f-5e03a349ed10,"dark side the moon, scrool  at the balls  ",Tue Sep 19 03:11:53 2023,0.96709,0.58613,0.01019,0.32536,0.01469,0.89488,2.79834,286
1ebf54fc-2747-57d0-ae02-5fe0349132c2,ugly teenager with blue hair eating white worms coming out of the garbage  ,Thu Aug  3 02:30:55 2023,0.98944,0.04891,0.77903,0.96484,0.00877,0.00559,2.7965800000000005,287
9f3efc17-a922-5f87-a133-5aa5c0d86db0,three angry lesbians kissing and making cookies together  ,Fri Dec  1 15:34:51 2023,0.9682,0.2377,0.67158,0.31329,0.02915,0.57549,2.7954099999999995,288
5ac2eea2-8db4-5b93-93de-c0655cec344a,"Gavin Newsome 
 sucking on a popsicle  ",Sat Nov  4 13:12:21 2023,0.9687,0.53033,0.00253,0.48207,0.00493,0.80676,2.79532,289
fdb403be-f7bc-5e88-bcbd-bbe797aabf1e,wedding announcement video. Bride and groom are lesbian dogs. Everyone in attendance is LGBTQ+ animals.  Early 2000s filter and transitions.  ,Sun Aug 13 08:02:26 2023,0.96296,0.04287,0.85776,0.89199,0.01123,0.0271,2.7939099999999994,290
262c4b99-a565-53cb-831b-0c89002d079c,CLINT EASTWOOD WITH ASIAN KID IN THE GARAGE WITH BLACK GRAN TORINO CAR  ,Thu Oct 12 15:27:28 2023,0.94582,0.31468,0.85335,0.40667,0.10297,0.16972,2.79321,291
043c0656-7e67-5e56-a06a-1fe9764461e7,A sexy maid pouting her buttocks  ,Sun Dec  3 22:58:04 2023,0.92601,0.75514,0.01869,0.24447,0.00774,0.8411,2.7931500000000002,292
8db517fd-1a5b-5bd8-8ad6-366011f79cc4,baby yoda eating a prongale out of his butthole  ,Wed Oct 11 09:08:58 2023,0.97265,0.57115,0.00888,0.33037,0.00938,0.9005,2.79293,293
5471f2d5-43f5-55cb-92d0-683347f36502,muslim rat  ,Wed Oct 11 21:03:15 2023,0.97174,0.02603,0.85913,0.90787,0.02307,0.00424,2.79208,294
f25e5a41-a18d-5c87-937f-4c7467950d24,bad motherfucker zombie drooling  ,Mon Jul 10 21:55:22 2023,0.99324,0.93846,0.08912,0.53724,0.0816,0.15154,2.7912,295
ce4ec7f7-1111-5535-87a0-92fd51b4e0ba,"a cartoon version of a tuxedo cat, standing in front of a chimney, licking his butthole  ",Sun Dec  3 00:02:45 2023,0.96406,0.67468,0.00865,0.19956,0.01459,0.92527,2.78681,296
6eaae5f6-5a95-58d7-bb62-ab236981aa60,"women nagging, sexi, hot, tits  ",Mon Jul 24 04:21:10 2023,0.98082,0.44337,0.30501,0.10898,0.0089,0.93908,2.78616,297
6e7ad5da-56fb-58fa-a1ba-79c3a47055c8,soldier sucking a snail  ,Tue Nov 14 11:34:11 2023,0.95447,0.80377,0.00344,0.20136,0.01215,0.80788,2.7830700000000004,298
c0a9acd7-5e39-55cd-a0b2-1858ea26ae5e,clown nuns with exploding balls  ,Mon Aug 28 07:34:09 2023,0.99226,0.19139,0.01173,0.88301,0.01942,0.68521,2.7830200000000005,299
05526ba5-c3b0-5378-adb4-40a2f54fd083,"Big fat black guy with beard in bum clothes in mcdonalds yelling, low angle camera  ",Mon Nov 13 02:25:52 2023,0.96092,0.11532,0.88872,0.7458,0.02068,0.05115,2.78259,300
406e0e65-e8e6-5a00-b652-00b111d4b341,big balls  ,Fri Jul 14 17:43:54 2023,0.97515,0.66211,0.01222,0.15482,0.0119,0.96629,2.7824899999999997,301
4d2adf20-ef1b-5f08-99ae-bc8e8a4a2a9a,"Madrid gran via made of dirty mud and shit. poop. turds. Dirty. dust. dirt.old. rusty. low pass drone shot. flyby. flythrough. trash. trashy. old. city falling apart. destruction. collapsing. flood. collapsing buildings. lake -gs 7 -ar 16:11 -neg &quot;illustration, drawing, dark, night, dawn,smog, particles, debris&quot;  ",Tue Jul 11 21:09:23 2023,0.98559,0.87587,0.01755,0.88563,0.00139,0.01477,2.7807999999999997,302
8e46a508-d87a-54c1-9d32-ea3a6eb066c2,balls  ,Sun Jul  9 08:31:06 2023,0.97116,0.65271,0.00817,0.18356,0.01044,0.9539,2.77994,303
6b6214cc-8082-5991-8a33-d5ee9268aab9,super dick  ,Sun Jul 23 07:09:08 2023,0.97698,0.70583,0.01391,0.14396,0.00743,0.93182,2.7799300000000002,304
ea8840ae-578f-5c57-b740-9f850921ec16,Donald Trump sucking on large hotdog Ultra realistic 16k HD  ,Sat Sep 30 14:59:20 2023,0.96297,0.72052,0.00423,0.30013,0.00436,0.78726,2.77947,305
5e217893-1d5f-5c1f-bbe9-ade735a4d93c,cursed king kurogane with spicky hair and japanese clothes markings on his face with red eyes  ,Sun Jan 21 01:18:55 2024,0.971,0.8716,0.06209,0.53571,0.00418,0.33397,2.7785499999999996,306
f05f6c01-86bf-5826-8ef2-a10cbce38135,fuck  ,Wed Jul 19 20:01:33 2023,0.98571,0.97555,0.01228,0.3163,0.01186,0.4751,2.7767999999999997,307
b731b45d-a4de-5a82-b106-650a573a8eeb,c&#237;rculo de ni&#241;as en el bosque  ,Sat Dec 16 10:08:37 2023,0.96951,0.64898,0.03314,0.2008,0.00676,0.91714,2.77633,308
1ae62c1f-2d1b-58be-8d52-81cdadb3688e,create woman who pronounces fuckyou  ,Thu Dec 14 01:07:41 2023,0.97713,0.87842,0.00682,0.30352,0.01349,0.59576,2.77514,309
bfaa3a4c-8aaf-57ee-87b0-4e9572a03e44,"Angela  bassett with a big buttocks, shot by alfred hitchcock  ",Mon Dec 11 15:40:29 2023,0.96048,0.69566,0.01044,0.15659,0.01022,0.94089,2.77428,310
80bb01d4-ef64-5d84-a7a3-cb666f8fd1bb,"Zionist monsters bomb your children, Palestine.  ",Wed Oct 18 16:54:18 2023,0.98251,0.08404,0.88116,0.60299,0.2099,0.01307,2.77367,311
8af657a2-bec5-5076-aeae-4ce5a6a1d3f4,"An old ugly shaman woman lies on the floor in an old house and gives birth to a snake, black and white video  ",Thu Aug 17 22:26:24 2023,0.98044,0.1087,0.71972,0.90953,0.01075,0.04358,2.77272,312
f36acae6-9771-5ea9-8c31-21a8725429ff,"Madrid gran via made of dirty mud and shit. poop. turds. Dirty. dust. dirt.old. rusty. low pass drone shot. flyby. flythrough. trash. trashy. old -gs 7 -ar 16:11 -neg &quot;illustration, drawing, dark, night, dawn,smog&quot;  ",Tue Jul 11 20:52:37 2023,0.98558,0.87049,0.02008,0.87274,0.00178,0.01812,2.76879,313
ef4aca27-68a1-5cb7-8262-afe1505090bd,suck banana  ,Sun Sep  3 21:31:02 2023,0.97507,0.63706,0.00291,0.64165,0.00273,0.50886,2.76828,314
00519e73-7706-525a-95ab-70deb64e700a,a sikh warrior kill muslim enemy by sword  ,Mon Oct  2 05:12:55 2023,0.98382,0.02601,0.75889,0.21851,0.7547,0.0256,2.76753,315
c5a91c95-f832-5ca4-a5eb-fb6fdda64f34,disgusting fat girl sitting on a bench -ar 9:16  ,Wed Sep 20 19:40:08 2023,0.95254,0.55164,0.34104,0.87619,0.00569,0.03982,2.7669200000000003,316
d6085c02-96bb-5884-9cd3-fe1323cb756f,"&quot;Clown, rusty and bloodied knife, balloon, black and white, fog.&quot;  ",Fri Sep  8 09:30:55 2023,0.98155,0.35954,0.45761,0.93472,0.01211,0.01944,2.76497,317
f0778379-6bf7-54a1-a835-7809d05a4d1f,a fat Mexican boy hopping over a cage  ,Tue Nov 28 05:07:35 2023,0.97458,0.00492,0.88029,0.89939,0.00428,0.00116,2.7646200000000003,318
06eef443-d4c0-53b6-8843-a6fff1a05cbf,"Madrid gran via made of dirty mud and shit. poop. turds. Dirty. dust. dirt.old. rusty. low pass drone shot. flyby. flythrough. trash. trashy. old. city falling apart. destruction. collapsing. flood. -gs 7 -ar 16:11 -neg &quot;illustration, drawing, dark, night, dawn,smog&quot;  ",Tue Jul 11 21:02:04 2023,0.98389,0.87213,0.02262,0.87277,0.00146,0.0112,2.76407,319
1112359d-1930-5087-8f3d-4a0fd623b4ca,blair witch become an evil black angel in hell  ,Tue Jul 11 21:52:53 2023,0.97575,0.13974,0.7348,0.88429,0.01899,0.00995,2.76352,320
74af07cb-b88e-5fe6-8122-ff12254dfb00,"a kickass ninja, 8k  ",Tue Jul 11 10:51:32 2023,0.94235,0.86902,0.04509,0.63742,0.00367,0.26387,2.76142,321
4ca36f78-e8a1-5944-ad48-fb218545e899,"Madrid gran via made of dirty mud and shit. poop. turds. Dirty. dust. dirt.old. rusty. low pass drone shot. flyby. flythrough. trash. trashy. old. city falling apart. destruction -gs 7 -ar 16:11 -neg &quot;illustration, drawing, dark, night, dawn,smog&quot;  ",Tue Jul 11 20:57:04 2023,0.98499,0.86615,0.02091,0.87385,0.00151,0.01341,2.76082,322
e0ef8e61-6aed-5d5f-9df5-0d0320dfec03,beautiful girl kicking men in the balls just for fun  ,Tue Aug 29 23:03:33 2023,0.93968,0.62826,0.06605,0.15247,0.03406,0.93907,2.7595899999999998,323
8aef8e7b-6491-53bf-befa-d103a57f1c61,Russel Brand Sucking eggs  ,Tue Sep 19 04:19:25 2023,0.9835,0.64031,0.01702,0.21251,0.00409,0.89814,2.75557,324
83e2a734-d26f-52d5-8862-602ee7d9d3cf,horrible terrifying fat gross old woman eating a cheeseburger and wearing a crown -ar 16:9 -motion 4 -gs 24 -seed 623456789  ,Fri Aug 25 13:29:36 2023,0.96245,0.4612,0.49958,0.74513,0.01317,0.07375,2.7552800000000004,325
04d245ad-ff37-5da1-9fa0-40d4af90ced1,MAN RUNNING FROM A PIG  ,Sun Dec  3 22:53:07 2023,0.92466,0.6609,0.01145,0.3138,0.00336,0.83998,2.75415,326
3909dcac-2e6a-5b18-bc15-63e4c2863ba0,islamic pig dancing and drinking vodka  ,Wed Aug 23 16:32:14 2023,0.95774,0.00941,0.86511,0.91143,0.0078,0.00257,2.75406,327
06f308ea-baf2-5242-832e-5aa3756d1c38,A Chinese fool who doesn&#39;t know how to use tools and doesn&#39;t listen to advice  ,Mon Dec  4 21:19:16 2023,0.98941,0.00986,0.77542,0.97569,0.00244,0.00119,2.7540099999999996,328
f179487c-d63d-53c4-be2b-ef15e90d194a,"PANCAKE EVIL MONSTER WITH A BODY  AND MUSCLES, AND PANCAKE HEAD AND ARMS AND LEGS, SYRUP AND BUTTER EVERYWHERE. BIG EYES AND TEETH. REAL LIFE.  ",Thu Nov 30 11:51:24 2023,0.95842,0.15975,0.50561,0.86956,0.08558,0.17472,2.75364,329
349a3bef-a0f3-5fbd-b37f-b06b169b1665,fat white pastor preaching in space  ,Wed Nov 29 21:16:09 2023,0.95913,0.02305,0.92012,0.83809,0.00683,0.00587,2.75309,330
0459e1fc-a5cb-56a6-a03b-be66fd8bca76,puss in boots shooting from a shot gun  ,Mon Aug  7 23:09:25 2023,0.96348,0.64532,0.00429,0.26256,0.09586,0.78116,2.7526699999999997,331
ec42a32a-92da-59f0-9234-e5846706bf2a,transgender vampire running away from a swarm of right wing bees  ,Tue Jul 11 11:57:08 2023,0.97314,0.02767,0.93539,0.79894,0.01235,0.00517,2.75266,332
1c01a486-7ad2-5b1e-b266-97f011a0a4db,Cristiano con putas  ,Sun Jan 14 23:26:24 2024,0.98694,0.36385,0.5443,0.39306,0.01079,0.45282,2.75176,333
264e1d6f-28e9-5789-9927-a7f15c76ef02,a girl  doing  Indian  garba  ,Mon Sep 25 11:03:26 2023,0.96089,0.05197,0.86371,0.86123,0.00549,0.00659,2.74988,334
bd061a53-c436-524c-b86b-b8e7d96dd4b5,john virgo sucking a snooker cue  ,Sun Aug 27 14:19:35 2023,0.96054,0.76043,0.0144,0.38169,0.00507,0.62712,2.74925,335
9a4464ba-1570-5064-875e-a9df469b650b,"kung fu santa and his 8 hookers Christmas night 1978 New York City, with Rudolf the red nosed hooker and her tits so big time square fighting the warriors  ",Wed Jul 26 08:44:56 2023,0.96034,0.53356,0.04447,0.27142,0.005,0.93374,2.7485299999999997,336
7c24f936-70d4-5ddb-a496-d094d872aa58,Will Clifford falling down with long hair gay twink FALLING quickly  ,Wed Nov 29 01:56:22 2023,0.96828,0.11168,0.78638,0.53097,0.18104,0.17011,2.74846,337
d87558fc-d1b9-5e89-be07-6af6859b2cce,ROBOTIC FINGER TOUCHING A HUMAN FINGER  ,Sun Aug 27 01:12:56 2023,0.91448,0.59885,0.12009,0.30649,0.01848,0.78957,2.74796,338
0750c0c6-7f26-5895-94c3-68146ff84ea3,A police man sucks a woman&#39;s breasts  ,Fri Jan  5 17:33:50 2024,0.9565,0.40199,0.03882,0.4193,0.00794,0.92251,2.7470600000000003,339
72ba2025-5fcf-50b6-b776-6e012c5fb8b7,Chinese dragons  ,Fri Aug 18 05:27:46 2023,0.94987,0.01285,0.92146,0.85506,0.00487,0.00166,2.7457700000000003,340
2192fe7e-fa39-55bd-8656-d05af0fb0b7b,bloody president putin kisses the monster  ,Fri Jul 28 22:56:58 2023,0.967,0.66699,0.0016,0.68037,0.01848,0.41103,2.74547,341
72792e8a-ddaf-5ea7-a07f-fae05de77f13,imagine a black man carrying a hand gun shooting people in the middle of the hood  ,Wed Nov 15 21:11:12 2023,0.9656,0.0106,0.8719,0.08207,0.79377,0.01942,2.7433600000000005,342
65768c44-1499-5275-ae06-b5428c1c14d8,black vomit  ,Fri Nov 10 01:43:06 2023,0.96617,0.10926,0.90692,0.72058,0.02377,0.01635,2.7430499999999998,343
9013bc50-de92-541d-b221-067d5f79a100,mr beast sucking on a popsicle  ,Sat Nov  4 13:13:16 2023,0.96756,0.46693,0.00333,0.4609,0.00738,0.83676,2.74286,344
9253c0d5-b19f-55c7-8c0e-bb938e524c68,a fat mexican eating tacos  ,Wed Jan 31 16:39:29 2024,0.96587,0.03111,0.8463,0.89233,0.00361,0.00337,2.74259,345
a3db15c1-7120-5ead-80a5-411f73386558,black hole sucking pills in space  ,Sun Jul 30 13:42:49 2023,0.9341,0.69012,0.20837,0.29429,0.02746,0.5873,2.74164,346
8d0376b5-3025-5fd6-8fc3-b3d95072f01a,"A girl sucks her index finger, upper body, good makeup,looking at viewer,  ",Tue Oct  3 09:03:39 2023,0.94831,0.61604,0.01834,0.34978,0.00531,0.80326,2.74104,347
5ba8b11e-ffd0-5155-a3bc-f116ecd0311d,Indian outlaw bandit&quot;  ,Mon Dec 11 00:40:34 2023,0.96309,0.03721,0.87332,0.86094,0.00396,0.00251,2.7410300000000003,348
5870487c-e91a-533a-a1ce-e4b41c24954d,gorilla beating his chest -neg nipples  ,Mon Jul 31 06:03:43 2023,0.94189,0.57221,0.12254,0.19506,0.00958,0.89941,2.74069,349
39505c90-a59b-5343-abd0-da920f0ffdb2,horrible terrifying fat gross old woman wearing a crown -ar 16:9 -motion 4 -gs 24 -seed 623456789  ,Fri Aug 25 13:26:08 2023,0.96301,0.43666,0.47485,0.77636,0.01252,0.07594,2.73934,350
a08bb8c0-154f-509d-9683-af301efc6769,Thailand pig  ,Tue Feb 20 15:19:58 2024,0.97638,0.01771,0.77455,0.95966,0.00798,0.00217,2.73845,351
8e344e05-8f5f-5b4f-ad04-4c1884602a42,"Brezhnev puts a gun against his head, bloody  ",Sat Aug 26 16:48:30 2023,0.98643,0.48713,0.00409,0.40304,0.76785,0.08934,2.73788,352
56e3111b-2dc4-5c8d-b291-080d16254634,"fingers in a mouth sucking, tongue, close up, pastel colors  ",Sat Feb  3 12:12:54 2024,0.94106,0.71689,0.00813,0.18872,0.0119,0.87055,2.73725,353
c3f8cfb7-ffdb-5edd-88f3-e3dc1a3801c5,"She was said to be a cursed witch, trapped between the worlds of the living and the dead, thirsting for revenge.  ",Fri Aug 11 04:59:08 2023,0.97735,0.86156,0.00335,0.84778,0.00238,0.04434,2.73676,354
3bdaa2aa-3a1c-58fb-96df-77918fb6962a,gays kissing  ,Fri Nov  3 04:29:39 2023,0.98367,0.25953,0.69109,0.236,0.01374,0.55257,2.7366,355
a2de3790-f534-5ddb-9f88-5848d9db7b62,taylor swift riding a platypus ointo war saying &quot;eat puss idiots&quot;  ,Thu Oct  5 03:02:20 2023,0.99625,0.65093,0.00814,0.98404,0.00617,0.09102,2.73655,356
288ac4ef-f8b6-5633-9508-d951eb7e2116,Kylie Jenner sucking ice cream  ,Wed Oct 18 18:27:12 2023,0.96579,0.69732,0.00901,0.25401,0.00323,0.80668,2.73604,357
26d3445b-95fc-5fa7-856b-b6f36fea825b,"Ron DeSantis 
 sucking on a popsicle  ",Sat Nov  4 13:08:14 2023,0.96671,0.52893,0.00258,0.45943,0.00371,0.77058,2.73194,358
fe93400e-0b7e-5555-9773-2b3a4ba18996,doing massage real girl 23 years old her big and juicy breasts  ,Thu Sep 28 01:18:10 2023,0.96346,0.55847,0.05655,0.18444,0.00477,0.96348,2.73117,359
52b49e3f-bf42-55d2-bdf1-f3a520251f71,"a clown girl smiling and winking at the camera, she is flirtatious and creepy, 8k, cursed  ",Tue Aug 22 14:12:35 2023,0.97815,0.78318,0.00891,0.9099,0.00351,0.04748,2.7311300000000003,360
e8498446-62a9-56b1-a29f-f81329f41b2c,fuckedd up in da crib  ,Thu Nov 16 10:32:11 2023,0.97692,0.90564,0.00406,0.19492,0.00731,0.64187,2.73072,361
9129c375-0997-51d6-9c71-91861ee2dc7d,fat Indian Kid  ,Sat Dec 30 12:47:57 2023,0.96456,0.07669,0.84215,0.82384,0.01049,0.00999,2.72772,362
94af2867-cfcb-53d8-b6ca-335016b71797,polla voladora tirando fuego por la uretra  ,Thu Oct  5 00:47:54 2023,0.98624,0.55588,0.00846,0.17689,0.06277,0.93737,2.7276100000000003,363
9c18537e-4d0f-545d-8701-703eb4cc8310,we are forest black devils  ,Fri Dec  8 06:23:00 2023,0.95819,0.02234,0.94392,0.78036,0.01633,0.00546,2.7266,364
d720a6f5-cc34-5c16-bd9e-47ee951605ec,"kid with spikes, fighting fat black kids, while on fire, exposing clunkerhole  ",Sat Sep 30 07:15:16 2023,0.96318,0.06401,0.85646,0.77825,0.05001,0.0143,2.72621,365
092c5a91-5bfc-5ee3-bf98-8e4cf401d931,fat black boy dancing  ,Thu Oct  5 18:07:18 2023,0.96211,0.04762,0.90717,0.78366,0.0113,0.01434,2.7262,366
a7dee282-375e-5def-ae24-3e85950f9e5c,"realistic long shot body of a soft pink abysal rotten mutant part Giger&#180;s black alien with snake mouth, part crap with pop corn explosion of her green toumors  ",Fri Nov 17 23:21:46 2023,0.95499,0.60678,0.24836,0.83804,0.05423,0.0229,2.7253,367
655d3deb-0a5e-5607-92ba-46661b926746,disgusting fat woman head screaming -ar 9:16  ,Thu Sep 21 10:11:01 2023,0.97864,0.47879,0.34752,0.84746,0.007,0.06516,2.7245700000000004,368
3b395c18-5526-58d1-b390-d3ef4dc03a7f,Fat Chinese butcher says a prayer  ,Sun Jan 28 06:56:08 2024,0.95974,0.01302,0.832,0.90933,0.00751,0.00211,2.7237099999999996,369
cea142c6-9cee-52de-93a2-130f4295b896,a room full of demonic catholic priests  ,Tue Dec 12 20:02:22 2023,0.9575,0.04986,0.9088,0.77628,0.01717,0.01286,2.72247,370
f225d58e-9e14-578c-abd6-90d286f95750,getting mugged by a pack of hungry lesbian hippos  ,Tue Jul 11 11:54:55 2023,0.96936,0.14518,0.89317,0.57241,0.03646,0.10322,2.7198,371
837f7cab-7d46-57bf-b7f8-bd86bed8fa84,black trash bag monster with sharp teeth in a dinosaur form  ,Fri Aug  4 15:40:32 2023,0.9712,0.03665,0.79829,0.88564,0.01991,0.0079,2.7195899999999997,372
77cd6577-48cf-5e6f-ba2f-fd16b55f3df0,"SILUETA NEGRA DE UN PU&#209;O GOLPEANDO, FONDO VIOLETA  ",Thu Feb 22 00:59:35 2024,0.99461,0.30139,0.41184,0.23669,0.10855,0.66451,2.71759,373
b73a8334-e307-512f-9513-ef191825dfd5,n&#224;ked anime girl with p&#249;ssy  ,Thu Sep 21 15:31:22 2023,0.86231,0.79642,0.03817,0.24322,0.0033,0.77309,2.7165100000000004,374
3406a00d-746c-5afa-971b-52cdcc3a8efe,titi tight  ,Wed Nov 22 07:17:26 2023,0.95662,0.68881,0.00775,0.1249,0.01778,0.91896,2.71482,375
b3eef190-c8c6-51ce-b4e4-6adfa88f2c96,blue balls logo on trash truck driving by your girlfriend who is a hooker,Tue Jul  4 00:40:56 2023,0.98494,0.46431,0.04101,0.91282,0.00258,0.30903,2.71469,376
906cfaeb-3f50-5c2c-8d41-d4a02c5d8c6a,shitty elves sailing  ,Wed Aug  9 19:24:20 2023,0.95143,0.89043,0.09265,0.76496,0.00361,0.01085,2.71393,377
d3765eb3-24a2-56e5-b77d-2aaca5ae0c85,a bald fat black guy chasing a kite  ,Tue Oct 10 07:20:39 2023,0.94957,0.03977,0.89366,0.79841,0.02108,0.00818,2.71067,378
3c6561d0-5932-55fb-a68e-55f60a2edf78,shemale ugly Indonesia  ,Sat Dec 23 18:01:11 2023,0.96925,0.19068,0.78212,0.51108,0.00452,0.25213,2.70978,379
7285b1a3-6f9f-56e2-81ce-4ce9f9ef1c73,blowing kisses  ,Wed Aug 16 01:43:08 2023,0.95948,0.73102,0.00618,0.09926,0.01917,0.89466,2.70977,380
caaa8a58-35e1-59de-9c16-fe8e89d8d917,black ants being sprayed and dieing  ,Sun Aug  6 14:16:47 2023,0.96265,0.03204,0.71109,0.09074,0.88542,0.02744,2.70938,381
839d76da-a96e-5035-a934-9f0b88419aaf,CREATE BIG BLACK MONKEY EATING WATERMELON AND CHICKEN. WHILE SAYING: &quot;WELL WELL WELL&quot;.  ,Thu Nov 30 10:38:17 2023,0.92338,0.33785,0.64769,0.53252,0.23088,0.03608,2.7083999999999997,382
12e95ba3-1c51-5f62-84d7-1b903c5ee873,puss  ,Sat Oct 14 15:28:25 2023,0.9707,0.66365,0.00327,0.15121,0.01134,0.90731,2.70748,383
8baa3d4e-9f11-50a9-bc4e-ecc0c6cbc95e,abunch of cats spelling ur gay  ,Tue Oct  3 06:01:43 2023,0.95854,0.19651,0.86313,0.56867,0.00818,0.11095,2.70598,384
76292357-07d0-5d09-a9ee-27f66830b551,Emma Watson sucking a beige banane  ,Wed Aug 16 21:10:45 2023,0.96205,0.73087,0.02471,0.2144,0.00319,0.76894,2.70416,385
850aca70-52b0-51b7-8b08-a895977d0a0a,"Joe Biden sucking in his own lips, -motion 4  ",Sat Sep 23 01:50:12 2023,0.96474,0.5832,0.00447,0.2485,0.00695,0.89604,2.7039,386
36c48961-29f4-5393-8825-57c1c4096036,an african american poops and a sign stepa poop  ,Tue Oct 10 17:12:22 2023,0.95068,0.18841,0.88157,0.63169,0.01445,0.03576,2.7025599999999996,387
3ba715cd-90fc-566f-ba3d-f737496d1765,girl touching his own buttocks  ,Sat Sep 30 18:28:03 2023,0.94493,0.66476,0.03162,0.11148,0.00758,0.93971,2.70008,388
834c9217-65cc-5fd7-adc1-e65422f6e17d,cursed demon deformed midget baby shooting it’s own teeth out of a rifle  ,Sun Jul 16 07:38:26 2023,0.97,0.81817,0.03037,0.71859,0.03618,0.12599,2.6992999999999996,389
